Anime,Text,Sentiment
Милый во Франксе / Darling in the FranXX,"Сразу скажу, что я не следую популярной нынче тенденции гасить Франкс. Просто так совпало.Первоначально не взлюбил тайтл из-за его адептов, которые боготворят его и на полном серьёзе считают, что если вам не зашёл Франкс, то вы просто не поняли! ""Да и вообще, вы зря живёте, это аниме - самое лучшее на свете, второй сезон скоро выйдет, мы ждем"". Но потом понял, что таких людей очень много, вне зависимости от тайтла(Вспомним волну появление аниме-психов после Гуля).Решил посмотреть и оказался разочарован.  Мне неважно, какая рисовка в тайтле, потому что считаю это просто приятным бонусом, поэтому придираться к ней я не собираюсь. Первым делом, что меня смутило, так это клише главный герой. Снова. Опять. ""Я спасу всех, я не хочу быть обузой"". Даже провёл параллель с Неро из DMC5, который брызгая своей слюной на всех, пытался доказать своему дяде, что он не бесполезный.И кто бы что не говорил, но романтика здесь на первом месте. Ведь нам не сразу начали объяснять лор. Да и как вообще скрыть свой смех, смотря на позу, в которой находятся персонажи сидя в мехе? Очередной фансервис для того, чтобы вырисовывать пельмени тянок. И да, фансервиса действительно много. Скорее всего, анима зайдет шибко впечатлительным или молодым анимешникам. 5 из 10.",0
Девы Розена / Rozen Maiden,"Эти две повести довольно разноплановы и сюжетно не связаны между собой, поэтому сия речь будет о второй (""Rot-Schwarz"" - ""Красно-чёрная история""), так уж случилось что она попала ко мне в руки раньше первой, прочитать которую руки никак не дойдут, впрочем, она тоже обещает быть увлекательной~ Автору удалось довольно неплохо воспроизвести атмосферу Викторианской Англии. Всё начинается в Рождественскую ночь, когда самая обыкновенная девочка Алиса, живущая в славном Оксфорде, получает в подарок от Санты-Клауса куклу, но кукла эта оказывается не совсем обыкновенной куклой, вернее, совсем не обыкновенной... А дальше начинается ламповая кукломилота и не самая плохая детективная история ;)Одной из основных тем, проходящих через всю повесть является ""противопоставление"" Шинку и Суйгинто, причём речь идёт даже не столько об их отношении к людям, сёстрам или Отцу и не о каких-то иных социальных аспектах, а о гораздо более глубоких и философских вопросах. Особо радует что, показано развитие их характеров и становление тех образов, которые мы наблюдаем в начале манги.Ах да, прочитать это добро на русском можно вот здесь ",1
Твоё имя / Kimi no Na wa.,"Ах,шедевр,лучшее и самое доброе из созданных произведений Синкая Макото.По началу думал,что конец будет не впечатляющим грустным и смазливым,но я ошибался да и на протяжении всего фильма я подскакивал на месте,дрожал и дергался от переживаний и эмоций которое передавало данное произведение.Спасибо,что в нашем мире есть столь прекрасное",1
Безоблачное завтра / Nagi no Asu kara,"Полноценная законченная история без продолжений и спешлов.Красивая рисовка, красивая музыка, но это аниме получает лишь 9 из 10.Говорить что в нем хорошего можно долго, но если в двух словах - Красивые чувства.Одно из не многих романтичных произведений про школу без гаремников и этти в полном объеме. Но слишком закрученный сюжет, особенно первая половина аниме просто ужасно затянута. Попытка передать как можно больше любовных линий, этот нелепый любовный квадрат просто нудно смотреть. Да есть не плохие моменты и я думал что оценка будет в 8 балов, но вторая арка на много интереснее ведь она ведет к развязке и хотя есть нелепые моменты, но по большей части почти вся вторая половина построена на эмоциях и сопереживаниях персонажам, особенно Миуне. Ведь вторая арка больше про нее. Финал довольно размытый заставляющий спросить себя, чем плоха ее любовь по сравнению с любовью Монако? Почему именно такой конец? В прочем это надо оставить на совести автора. До 10 баллов аниме не дотягивает из за нудной первой арки, но в целом, всем любителям эмоций и просто интересных романтических историй это аниме обязательно к просмотру. Думаю посмотревший это аниме будет еще долго под впечатлением как и я и также поставит минимум 9 заслуженных баллов.",1
В другом мире со смартфоном / Isekai wa Smartphone to Tomo ni.,"Бездарное аниме по всем параметрам, которое сполна заслуживает такую низкую оценку. Я бы даже сказал, что 6 - довольно неплохой результат для такого низкопробного дерьма. Что ж, чтобы не быть голословным приступим к разбору этого ""шедевра"", так сказать разъeбносим по фактам:Коротко о сюжете:Дефолтный, ничем не примечательный троп попаданца в иной мир или же реинкарнация в другом мире. Главный герой перерождается в фэнтезийном мире со смартфоном и дарованной ему богом магией, причем всеми 7-ью элементами, что делает его неимоверной имбой и нагибатором. Естественно, куда же без родимого гарема, но и гарем тут не простой, а каноничная полигамия. Такие тропы вполне обычны и весьма популярны в аниме, новеллах и манге, из годных примеров: Коносуба, Оверлорд, Герой щита, Хроники восстановления королевства реалистом. Просто все зависит от их реализации, с чем у автора большие проблемы. Он не смог выжать хоть что-то ценное и цепляющее из и без того банального приёма.Персонажи:Тою можно сравнить с ванпанчменом в плане имбовости, как уже сравнивали выше,  или же с Момонгой и Казумой в плане попаданцев с гаремом. Однако, если Сайтама, Казума, Момонга - харизматичные персонажи, которые по-своему цепляют и за ними интересно наблюдать, то Тоя - это пустышка и чушка, который не может предложить ничего стоящего. Он не интересный, не смешной и даже не пафосный. До рофлов и комичности Казумы, до эпичности и крутизны Сайтамы и Момонги ему как до Луны. Дешманский прикид в виде трешевого белого пальто, футболки и джинс, ему бы ещё золотую цепь на шею, да каких-нибудь перстней на пальцы и прям вылитый хасл-свэг-нигга. Не чета тем трём, абсолютно никудышный, непроработанный и скучный персонаж. Сочувствую тем ребятам, что умудряются смеяться с его ""комичных"" ситуаций и шуток.Других персонажей нет смысла описывать, когда даже главный герой ничем не блещет, а уж они и подавно. Просто набор типовых гаремных баб и унылых второстепенных персонажей, которые лишь служат декорацией.Графика:Дешевая, скудная и тусклая графика с топорной анимацией. Для примера: у некоторых персонажей просто статично открывается рот и оттуда вылетают слова... Достаточно посмотреть первую серию и понять, насколько сильно порезан бюджет этого аниме. Это было бы не проблемой, если бы не откровенно слабый сюжет и никакущие персонажи. Такая графика ещё сильнее портит впечатление от просмотра.Итог:Подводя итог, можно смело сказать, что это очередной конвеерный высер с банальными тропами без какой-либо попытки как-то интересно обыграть их, просто выкидыш. Вы смотрите очередную историю унылого паренька с кучей унылых баб в унылом сеттинге, с унылыми диалогами и унылым сюжетом. Даже такое низкосортное дерьмо находит своих фанатов, которые ставят 10-ки и пишут хвалебные отзывы. Но объективно это аниме не заслуживает оценки выше 4 баллов. Моя же оценка - 2/10.У этого тайтла совершенно нет сильных сторон, одни минусы, поэтому никому не советую хавать это дерьмо, если вы только не фанат наруто или вам уж слишком близка гаремная тематика. В таком случае могу только посочувствовать 😢",0
Хвост Феи / Fairy Tail,"Как бы хорошим не был этот тайтл,он все равно лишь жалкая ничтожество по сравнению с такими гигантами как One-Piece,Naruto,Bleach,Dragon Ball,и Hunter x Hunter.Без сомнения это годное аниме,но не шедевр после которого мурашки по коже.Плюс ко всему в большенстве случаев Фейри Тейл пытается завлечь зрителя пафосом,героями и в особенности привлекательным телом.Так как жанр аниме сёнен он должен иметь некий посыл но злесь он лишь поверхностнен.В том же Наруто или Ван Писе, в каждой арке есть свой замысел,своя мораль+подача всего этого на высшем уровне. Можно много говорить о минусах этого аниме но в итоге моя оценка 6/10,за интересный сеттинг и подачу всего аниме.",0
Фантазия Гранблю / Granblue Fantasy The Animation,"КООРКраткий отзыв обычного работягиАниме встречает ужаснейшим первым эпизодомДаже не так, это редкостное ******Большинство людей дропнет просмотр ещё не немЕсли же забыть про первый эпизод и то, что это по сути рекламный ролик Получиться неплохое аниме, которое можно включить детям. Стильная графика в сочетании с неплохим дизайном персонажей в офигенном сеттинг, не даст вашим детям оторваться от экрана. 5 из 10",0
Ужасный биочеловек: Последний учитель / Kyoufu no Bio Ningen Saishuu Kyoushi,"Господи, это ШЕДЕВР!!Аниме про кавайных няшек в жанре Моэ не каждому придётся по душе, даже среди анимешников.Аниме про крутых парней тоже различны, одним нравятся Качки, а другим пацаны.Но какой жанр у японцев уж точно всегда получается на 10 из 10... так это психоделика!Японцы идеально совмещают специфичный юмор с крутыми дизайнами и абсурдным сюжетом... и получается настоящий шедевр, который трэшем обозвать - наоборот комплиментом выйдет!Когда я был маленьким, я обожал мультики в первую очередь за кривляния... и кривляния в японской анимации - Аниме, естественно, мне больше всего симпатизировали. Они более абсурдны и абстрактны, именно это впервые в моей жизни, и радовало меня в аниме.Как описать бы это аниме... если вам Невероятное приключение ДжоДжо: Рыцари звёздной пыли не кажутся таким-уж бизарром, Kill la Kill кажется обычным сёненом с девочками, а Dead Leaves вы считаете шедевром с глубоким смыслом... и ни одно из этих аниме не удовлетворило вашу жажду к бреду...То живо смотрите это аниме! Делать описание к этому аниме - значит спойлерить.Просто смотрите, наслаждайтесь, и звоните в психушку, ведь если после просмотра ЭТОГО вы будете себя чувствовать нормальным человеком... значит вы псих))",1
Хвост Феи: Жрица Феникса / Fairy Tail Movie 1: Houou no Miko,"посмотрела,ожидала большего... но нормально так,конечно качество паршивое,но все равно рада что посмотрела Ну им можно было бы и получше что-нить там придумать)) Кстати,смотрела с сабами ^^",0
Могила светлячков / Hotaru no Haka,"Внимание данный отзыв состоит из спойлеров и суровой критики персонажа, если вам не интересно мое мнение насчет Сэйты читайте последнее предложение.      Данную картину я посмотрел давно и успел пропитаться атмосферой Японии в военное время, тогда мне эта картина понравилась всем, и заставила пустить суровую мужскую слезу. Но пересмотрев спустя какое-то время пришел в выводу что люди грубо делятся  на два типа : 1)тот кто живет ради себя 2) и тот кто живет ради других. И Сэйта точно следует 1 типу, настолько эгоистичной личности Гибли редко вписывают в главные герои, Сэйта жил только ради себя, всю историю он лишь хотел быть с сестрой, не думая о ней совсем, что к сожалению с сгубило столь невинную девочку. Многие скажут что сейчас ты живешь в 21 веке да что ты можешь знать о том времени, так вот знаю. Есть примеры из ВОВ, советские дети пахали на заводах что бы прокормить свою семью, а Сэйта не удосужился помочь ни своей сестре ни тёте в доме которой он был просто нахлебников, он ведь мог найти работу, хоть самую простую. Если же он действительно думал только о сестре он поступил бы иначе, пусть он захотел уйти из дома тёти обидевшись на нее, так оставил бы сестру у нее, там бы она точно была в безопасности, но нет следуя только своей ""хотелкой"" он увел сестру куда-то в даль от возможной помощи. И как? Объясните как можно было проигнорировать ужасное физическое состояние Сэцуко, в аниме нескольно раз акцентировали внимание на ее спину, да вы скажите он отвел ее к врачу, но когда? Когда уже было поздно. Даже если Сэйта снял деньги со счета почившей матери, покупал нужные вещи и еду, во что все это вылилось, в то что деньги закончились, он пытался воровать, что у него не вышло и не давал нужное сестре, хотя она так о нем заботилась, можно было просто отдать ее на попечение тёти, ребенок ест не много, но и питание должно быть хорошее. Как можно сопереживать персонажу который не сделал ничего чтобы спасти близких.  Данному тайтлу я все также поставлю 10 из 10 , режиссура великолепна, история цепляет за душу, атмосфера пугающе завораживающая, в общем  к просмотру обязательно, но не стоит обманывать себя думая что Сэйта отличный брат.",0
Исполнительный комитет признаний в любви / Zutto Mae kara Suki deshita. Kokuhaku Jikkou Iinkai,"Что-то настолько средненькое вышло, что даже скучно. С одной стороны вроде просто формат полнометражки не подошел, с другой как такое растянуть на сериал, если там и так вода водой почти все время фильма? Еще и анимация моментами сильно похрамывает Если решитесь на просмотр, не ожидайте чего-то особого от аниме, тогда и разочаровываться будет нечему ",0
Форма голоса / Koe no Katachi,"Аниме-фильм ""Форма голоса"" без сомнения шедевр. Очень тонкая психологическая картина, рассказывающая о милой глухонемой девочке и о простом парне, который спустя несколько лет пытается исправить косяки прошлого. Отношение Ишиды к милашке Шоко объяснялось тем, что он создал идеальный, как ему казалось образ, но как и говорится в описании выше: ""Дети прямолинейны"". Жестокость проявлял не только гг, но и еще одна мерзкая особа, которая бесила меня весь фильм, хотя я слегка понимаю её чувства. Кроме указанных персонажей выделяю Юзуру и лучшего друга гг, ибо они единственные, кто вносил долю юмора в эту драматическую картину. Концовка картины, как ни странно, меня очень обрадовала, а самое главное, что не было никаких лишних соплей, только искренние чувства Шоя и Шоко. Впервые я была рада отсутствию романтики (конкретно поцелуи, обнимашки и прочая ерунда), а также тому, что из манги был сделан не аниме сериал. Аниме явно не на один раз. Я буду пересматривать, потому что ситуация Шоко мне близка, а чувства и эмоции гг, вызванные его же ошибками, позволяют гораздо глубже понять всю драматичность и трагичность данной истории.""Форма голоса"" - аниме, подходящее для человека абсолютно любого возраста и хотя в жанрах не указана романтика, комедия и психологическое всё это там есть, но в очень малом объеме. Ставлю ""Koe no Katachi"" заслуженную 10-ку и советую для просмотра с семьёй или друзьями, а также, если просто хотите отдохнуть от привычной суеты.",1
Маг на полную ставку / Quanzhi Fashi,"Посредственная рисовка, заурядный сюжет, довольно скучные и однобокие персонажи, но при просмотре возникает ощущение ламповости, будто ностальгируешь по каким-то там временам когда было лучше, чем сейчас. Я крайне высоко ценю это ощущение и думаю это заслуга атмосферы самого аниме, в которое входят его детали, такие как пейзажи, музыкальное сопровождение и т.д. Эти детали будто по учебнику прорабатывались, к произведению явно приложил руку опытный режиссёр.К просмотру это аниме конечно советую, но будьте готовы что не всё в этом аниме будет удовлетворять вашим избалованным вкусам.",1
Стальной алхимик: Братство / Fullmetal Alchemist: Brotherhood,"Начал смотреть это аниме из-за того, что у него самая высокая оценка. В целом не пожалел, но если бы не посмотрел ничего не потерял.Когда начинал смотреть, то нравилось, что это не стандартный сенэн с радужным миром, что у гг нет условной цели ""стать хокаге"" или ""стать королем пиратов"". Здесь все немного серьезнее, поэтому аниме кажется мрачным и серьезным. Но все рушат ненужные комедийные вставки с утрированными персонажами прямо посреди серьезных сцен. Не думаю, что это сделано в целях экономии, но тогда зачем?Чем дальше смотрел, тем больше рушилось мое первичное впечатление. Все больше аниме походило на стандартный сенэн. спойлерСтало меньше умирать персонажей, меньше жести в целом. Меня поразила серия, где отец скрестил сделал химеру из своей дочери.Все самое интересное начинается на середине аниме. Очень понравилась арка про крепость Бригг, крутая атмосфера.Другая проблема, что персонажи практически не развиваются на протяжении всего аниме. Эдвард Элрик как в начале был не очень сильным, таким и остался в конце. То же самое с Альфонс Элрик, Рой Мустанг и всеми остальными. спойлерПолучает нормальное развитие лишь ОтецКонцовка мне не понравилась. Скучный растянутый final battle с кучей ненужный вещей. Нужно было делать чисто мясо, как это было в битве Кинг Бредли с Жадность.спойлер От такого аниме я ожидал чего угодно, только не хэппи энда с парочкой смертей персонажей, которых особо и не раскрыли (Ван Хоэнхайм, Фу. Но удивило, что Эдварду не вернули алхимию.В плане адаптации все хорошо. Рисовка не очень нравится, но привык, нарисовано без халтуры абсолютно (bones все-таки). Опенинги и эндинги понравились не все, но те хорошие. Ост норм.8/10",1
"Проблемные дети приходят из иного мира, верно? / Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?","Что? Почему? Зачем? Меня эти вопросы не переставали покидать до тех пор, пока я не смирился и не бросил это смотреть.Для начала, герой тут один - пацан в наушниках. Остальные не нужны, не интересны, ничего не делают, но зачем-то присутствуют в кадре и занимают значительную долю экранного времени.Анима полностью нейтральная, не вызывает никаких чувств и вызвать их не может: персонажи не притягательны и даже отталкивают (особенно те две тянки, которые постоянно выделываются, но при этом ничего вообще не делают), концепция сюжета в стиле обыкновенных эччи-гаремников ""собери их всех"" с ГГ-психопатом и убийцей, который тупа крошит всех направо и налево: драконов, кракенов, людей, вампиров, да ему вообще пофиг, но при этом вместо него нам в первых сериях показывают каких-то бесполезных персонажей, которые ну ВООБЩЕ на его фоне ни на что не способны в принципе. А, и да, гг никакой симпатии не вызывает, он просто пустой, в его поступках нет ни веса, ни морали, ни мотивации: ничего. Замочил чувака, да и х(*%^ с ним, сюжет нам подкинет еще десяток пустых болванчиков ~Юмор - фансервис. При этом фансервис тоже проваливается, потому что персонажи - картонки, о чем я уже ныл выше.Музыка есть нормальная, кстати. Но это не точно.А, и экшен, он... Такой себе. Для начала - его мало. Во-вторых, он не интенсивен. Ну, и в-третьих, спецэффектов в нем довольно много и они некрасивые. Имхо.Для 2013 года нормас, но сейчас вообще не понимаю зачем это смотреть.",0
Зверь под юбкой / Skirt no Naka wa Kedamono deshita.,"Начитавшись отзывов, ожидал всякого. В итоге вместо отвращения и негодования просто разочарование.Вкратце: парень переодевается в девчонку, чтобы шифроваться от своих поклонниц. Попутно встретил слабохарактерную дуру с тараканами в голове, которых успешно прогнал своим напором (приставаниями). А у той ни установок, ни воспитания, ни стержня внутри — кто продавит, тот и молодец. Тупость несусветная: дала пощечину за лапанье и потом грузится, что поступила жестоко и соглашается на встречу для разбора полетов. Смотреться это мило может только в отрыве от сюжета. Я в этом вижу не соблазнение милахи хорошим парнем, а облазнение рандомным достаточно наглым куном ветреной потаскухи. Как комментаторы выше отметили, в принципе действительно условно годное руководство по продавливанию мяса.В части фетиша есть несколько очень годных кадров тела гг-тян, но не более того. Секс только в конце последней серии, такой себе.",0
Как воспитать героиню из обычной девушки / Saenai Heroine no Sodatekata,"Проходное аниме без собственного лица. Хотя шанс ее обрести был, но как обычно бывает запороли задумку. Дело в том, что тут при построении сюжета явно хотели выделится за счет нестандарта, легкой игры с тропами (название намекает). Но не дожали и дальше пошло в никуда. Имеется виду, что персы тут в курсе шаблонов аниме, но при этом становятся этими самыми клише не моргнув и глазом. Отчего становится сложно воспринимать их как есть т.к. нормальный перс как-то должен реагировать на такие вещи, а не забивать болт. Например, мотивация и поведение здешней цундере настолько утрированы, что она в какой-то момент своими несуразностями переходит грань и просто утомляет. Может в этом и состоит шутка, однако отсюда все конфликты смотрятся надуманно и становится скучно смотреть. Гораздо лучше выступила Утаха, хотя тут скорее заслуга первоисточника с которого срисовали весь образ и характер. Увы, все ее шашни с гг ни к чему не ведут, являясь лишь отработкой этти сцен. Да и их сближение надуманно.   Кстати, ГГ-отаку самый раздражающий перс. Как полагается гаремному гг, он тупой валенок. Но вместо того чтобы заставить выйти его из скорлупы невежества и инфантилизма, авторы так и оставляют его дуриком которому просто фартит. По сути, вся проблема аниме только нем. Ты просто не веришь в него из-за тупых криков и дешёвого пафоса. Единственный перс который удался и потому вызывает симпатию Като. Та самая типа обычная девушка. Ее комментариям жанра тонкого троллинга веришь, несмотря на ее образ кудере. Ну т.е. она выведена за рамки клише чтобы остаться в нем дабы ""подсвечивать"" как зрителям, так и персам что к чему. Иначе говоря, в соответствии с принципом наблюдателя, она также незаметно подталкивает сюжет. Вот это действительно хорошая работа с персонажем.  минутка субъективной аналитикиСкажем прямо, как не глупый перс она всеми фибрами души должна понимать что связываться всерьез с этим отаку ошибка. Увы, есть стойкое ощущение что ее тоже испортят тупыми клише гаремников, вместо того чтобы лепить обоснуй, в смысле из отаку норм. пацана. К сожалению, на большее аниме не хватило. Сделав шаг за черту клише тут же лениво уползает обратно, забыв поставить в конце даже точка запятую, тем самым подчеркнув что в итоге получилось ни о чем. Разумеется халтурку постарались замазать упором на этти, заваливая чуть ли не весь горизонт всевозможными фетишными ракурсами. В принципе, им удалось отработать этот номер на все 100. Но ценною низвержения тайтла до очередной сезонной жвачки. Хотя признаю, я не равнодушен к архетипу кудере и Като зацепила меня. Так что вероятно продолжение все таки гляну, хоть и не жду большего чем было. А так. смотреть только если делать нечего или ради этти скринов.",0
Бугипоп никогда не смеётся / Boogiepop wa Warawanai,"Самое тяжёлое аниме из всех, что я когда-либо видел. До последнего не был уверен, что смогу когда-нибудь добить эту бессмысленную тягомотину. Очень много вопросов, и так мало ответов. А если и есть ответ, то тот настолько закрученный, что порождает после себя ещё больше вопросов. От начала и до самого конца - записки сумасшедшего. Я конечно понимаю, что многие пишут про Live Action ""Boogiepop wa Waranai"", где всё расставлено по полочкам. Но ведь это же бред, когда полноценный сезон аниме полностью зависит от одноимённого лайв-экшена. Сюжет запутали так, что распутывать уже не имело никакого смысла. Ещё и лица у всех одинаковые. Наверное тоже задумка автора, чтобы окончательно добить ничего не понимающего зрителя.",0
Кошечка из Сакурасо / Sakura-sou no Pet na Kanojo,"Чесно говоря разочарован концом,что это за романтика, которая заканчивается поцелуем в щёчку , ещё бесит когда автор тупо забивает на Шину, рассказывая нам о других. Ну вообщем со всеми минусами аниме получилось достаточно годное, затрагивает важные для человека тем, и мотивирует никогда не здаваться даже если мир не справедлив по отношению к тебе. Талант-это не ключивой двигатель твоей деятельности. 7/10 ибо есть моменты которые мне не понравились.",0
Сладкая жизнь / Happy Sugar Life,"Инфантиль бескрайняя!В отличной режиссуре совершенно дрянная картина: лютейшая инфантилка в главной роли и умница, и красавица, и мужиков пачками укладывает, и компромат на всех имеет, и тела кромсает, и власти на неё выйти не могут... При этом дура дурой: одна сладость да яркие краски на уме. Вся её мотивация это поиск сладости, витающей в воздухе, а всё плохое для нее измеряется только «горькостью». Всё бы ничего, ведь анима серьезная, с поворотами, с некоей глубиной, но всё, как по мне, идет прахом из-за совершенно неудачной основы: я органически не переношу безмозглых инстинктивных самок с сильным либидо. Если посмотреть широко, то совершенно ведь очевидно, что она самая казуальная шлюха: по жизни была обделена любовью, а любви хотелось, поэтому распахивала ноги перед всеми желающими, а поскольку искала счастье не там, психанула и стала злобной тварью. Умные девицы не живут ванильными радостями, но поскольку здесь ей подарили и мозги, и сущность инстинктивной самки, то получился БРЕД. Вся эта история один большой БРЕД, не имеющий никакой практической ценности, а как-либо сопереживать гнилым самкам я не могу. Каждый раз, когда она орет «Сладко» или «Горько» у меня срабатывает рвотный рефлекс — на основе личного жизненного опыта, я этих шлюх знаю. Увы.В общем... Если вы в упор не видите подлинной безмозглости гг-тян и искусственности прикрученных мозгов, силы и удачи... если вы не понимаете сущности инфантильности, если не имеете ничего против противоречивого бреда... То останется очень крутая анима с красивой визуальной составляющей, с сюжетом, со страстями, с противоборством личностей... На мой взгляд, всё хорошее в этом сериале является неправдоподобной аномалией, надстройкой над совершенно порожняковой основой.Бл... И всё-таки от смеси детскости, инфантильности и бредовости меня тошнит... Фу...",0
Атака титанов 3 / Shingeki no Kyojin Season 3,"ВалериЯ_нка - соглашусь с ней. Не понимаю почему так много хейтеров 3 сезона. Понравилось что вплели интриги, и показали не просто с одной, хорошей стороны, а показали и как со стороны злодеев, почему они к этому пришли, и каковы были их цели. Не понравилась концепция, почему король построил стены, а не просто перехерачил всех титанов. Крч, как свои плюсы, так и минусы, оценка 7. Ждем продолжение.",0
