ID,лимит_нарушен,пол,тип,цель,кредитоспособность,другие_кредиты,бизнес,сумма,сбор,срок,амортизация,только_процент,один_платеж,стоимость_имущества,работа,тип_залога,тип_кредита,кредитный_рейтинг,возраст,прямой_залог,дефолт,речь
05e15e2f-f2b7-4922-854e-dd713977fd2f,0.0,м,3.0,0.0,,,0.0,74765.26496797774,Zippo,186.0,0.0,0.0,0.0,164488.11184120472,осн,дом,3.0,735.5083353403448,45-54,1.0,0,"""Hey! I’m a male client with a low income, but I’m determined to turn things around. I’m here to discuss a loan that I hope will help me get back on my feet. I’m optimistic about the future and appreciate your support."""
ef3bbcb5-4135-44d3-8108-cc5d9351a5da,0.0,м,1.0,3.0,0.0,0.0,0.0,424765.26496797777,Absence,366.0,0.0,0.0,0.0,,осн,,,,35-44,0.0,1,"""Things are usually stable, but lately, managing with a medium income has been tricky. The loan is under assessment, but I’m optimistic about working things out, though surprises keep cropping up."""
dd088545-92c6-4b94-b5f3-405dda2bf1b7,1.0,,,0.0,1.0,,,1424765.2649679778,poverty,366.0,0.0,0.0,1.0,3344488.1118412046,осн,дом,,861.5083353403448,45-54,1.0,1,"""As a couple, we’ve been fortunate financially, but we’re currently facing some unexpected challenges. Our income is high, yet we’re unsure about our ability to manage a loan repayment. We’re here to discuss our options and seek guidance on how to navigate this situation."""
7d7ddbed-d284-476c-ab88-f83dd97dc9cd,0.0,ж,2.0,3.0,1.0,0.0,1.0,224765.26496797774,dinky,366.0,0.0,1.0,0.0,,осн,дом,3.0,645.5083353403448,45-54,1.0,0,"""Hello, I’m Sarah. I work part-time, and while my income is modest, I’m managing my expenses. I’m looking to secure a small loan for home improvements. I believe I can handle the repayments without any issues."""
ef6739d2-6c82-4a41-b0d5-69ed4684ac73,0.0,м,3.0,,1.0,0.0,0.0,284765.26496797777,typical,,0.0,0.0,0.0,324488.1118412047,осн,дом,2.0,,35-44,1.0,0,"""Hello, I'm Mark, a devoted family man with a stable career in technology. Though I wasn't pre-approved, my medium income signifies a solid financial footing. I aim to manage my commitments responsibly and seek the bank's support to continue my journey toward economic growth."""
a6789753-8f1a-4d4a-b2ce-d11f8f59748b,0.0,,2.0,,1.0,0.0,1.0,234765.26496797774,not huge,366.0,0.0,0.0,,254488.11184120472,осн,дом,1.0,,25-34,1.0,0,"""Our moderate yet stable financial joint journey is brightened by the pre-approval of our loan. We look forward to building a strong financial future with the bank's support."""
75e913d8-2a53-4bd6-a55f-daa5756e3fd6,0.0,ж,,3.0,0.0,,0.0,84765.26496797774,paucity,306.0,1.0,0.0,,,осн,дом,3.0,753.5083353403448,55-64,1.0,1,"""I'm Sarah, and I’ve been struggling to make ends meet lately. My job doesn’t pay much, and I find myself in a bit of a financial mess. I hope to get back on track soon, but right now, things are quite overwhelming for me."""
f17aa7a9-243d-416d-8563-abbe51883a26,0.0,ж,3.0,0.0,1.0,,0.0,,No result,366.0,0.0,0.0,0.0,464488.1118412047,осн,дом,2.0,,45-54,,0,"""Hello, I’m Emma. I work hard and have a steady income, but life has thrown some curveballs my way. I’m here to seek advice on loans, hoping to find a way to manage my current situation. I’m determined to find a solution and regain my footing."""
9b828fab-c0c3-4528-be9d-547a96ce7d17,1.0,n/a,3.0,3.0,1.0,0.0,0.0,,routine,330.0,,,0.0,144488.11184120472,осн,дом,,578.5083353403448,65-74,1.0,0,"""Hello! I’m currently navigating some challenging times with a low income but remain determined to make it through. I’m working a steady job and trying to keep my finances in check. Any advice you can offer would be greatly appreciated as I work toward financial stability."""
05a95733-2bdd-4419-beec-0074f4028e77,0.0,n/a,3.0,0.0,1.0,0.0,0.0,464765.26496797777,minikin,366.0,0.0,,0.0,624488.1118412047,осн,дом,2.0,551.5083353403448,55-64,1.0,0,"""I have enjoyed a flourishing financial journey, ensuring a reliable foundation for my ventures. My wealth speaks to my successful planning, and I'm eager to collaborate with the bank for continued prosperity."""
5583b4db-6746-4338-b2c7-a202062e0778,0.0,,3.0,0.0,1.0,0.0,,234765.26496797774,Not a hint,366.0,,0.0,1.0,,инвест,дом,4.0,,55-64,1.0,1,"""Hello! We’re Alex and Jamie, a dynamic duo navigating some turbulence. Normally quite comfortable, but recent hurdles have introduced slight uncertainty. No advanced loan approval, but we’re looking to reshape our path with a hopeful outlook."""
9150d9b2-2886-425e-b741-12a5f1dde1f6,0.0,ж,,0.0,,0.0,0.0,,dinky,366.0,0.0,0.0,0.0,404488.1118412047,осн,дом,3.0,797.5083353403448,65-74,,0,"""Hi! I’m a successful professional, and I’m here to discuss potential loan options. With my high income, I’m looking to invest wisely and expand my financial portfolio. I’m eager to learn how your bank can assist me in reaching my goals. Let’s get started!"""
cf89569d-e550-4736-8780-6e713811b519,0.0,м,3.0,0.0,1.0,0.0,0.0,534765.2649679778,hellacious,186.0,0.0,1.0,0.0,894488.1118412047,осн,дом,2.0,713.5083353403448,55-64,1.0,0,"""Hello, I’m Richard. I’m fortunate to have a successful career, and my financial situation is quite stable. I’m looking to explore some investment opportunities with the bank. I believe in making my money work for me, and I’m excited to see what options are available."""
250b0aeb-fa76-41da-bbb6-4c040dc56a75,0.0,м,3.0,3.0,1.0,,0.0,264765.26496797777,leviathan,,0.0,0.0,0.0,304488.1118412047,осн,дом,1.0,633.5083353403448,35-44,1.0,0,"""Hi! I’m a bit new to this, but I have a stable job that pays, albeit, not much. I'm looking for some assistance with a loan. It’s important for me to repay it, even as I navigate some challenges. I’d appreciate your guidance through this process."""
1b41a61e-85d1-41ef-8344-edb3ceed0ffc,0.0,n/a,3.0,0.0,1.0,0.0,0.0,744765.2649679778,No result,366.0,0.0,0.0,0.0,,осн,дом,4.0,555.5083353403448,35-44,1.0,1,"""Hello! I’m quite successful in my career, but I find myself in a bit of a financial bind lately. It’s confusing, really. I have a high income, yet I’m struggling to manage my expenses. I hope to find clarity and support in this process."""
a9d52401-41e1-408c-8bb3-fbb2fd6314f2,0.0,n/a,,1.0,1.0,0.0,1.0,,not wanting,366.0,0.0,0.0,,,осн,дом,1.0,,55-64,,0,"""I'm a hardworking individual, navigating life with a modest income. I’m here to discuss my financial needs and explore options for a loan. I believe in my ability to repay, and I’m eager to find a solution that works for both of us."""
7cdfa469-82ed-4aad-b84c-2537f2d0a15c,,м,,,1.0,,,684765.2649679778,Zippo,366.0,0.0,0.0,0.0,734488.1118412047,осн,дом,1.0,,35-44,,0,"""Hey, I'm Jack. I’ve done well in my career and now seek higher financial growth. Whether investing or safeguarding assets, I’m eager to align with the bank’s services that reflect my aspirations. Let’s work together and make things flourish further!"""
29a3b2e9-5d65-4441-9588-42dea2bc372f,0.0,ж,3.0,1.0,1.0,0.0,0.0,,reasonable,,0.0,,,324488.1118412047,осн,дом,1.0,638.5083353403448,55-64,1.0,0,"""Hello! I’m a dedicated professional with a stable income. I’m here to discuss a loan that I believe will help me achieve my financial goals. I appreciate your assistance in making this process smooth and straightforward. Thank you for your time!"""
604e46cb-3712-42d1-87cd-b6a1bf012e32,0.0,n/a,3.0,0.0,1.0,,0.0,184765.26496797774,gargantuan,366.0,0.0,0.0,0.0,264488.1118412047,осн,дом,,617.5083353403448,65-74,1.0,0,"""I'm a successful entrepreneur, navigating the world of finance with ease. My wealth allows me to explore opportunities without worry. I’m here to discuss potential investments and loans that can further enhance my portfolio. I appreciate your assistance in making my financial aspirations a reality."""
0e3141ec-5c31-4464-82c2-99f07487d772,0.0,n/a,3.0,1.0,1.0,0.0,0.0,284765.26496797777,Blank slate,366.0,0.0,0.0,0.0,354488.1118412047,осн,дом,,517.5083353403448,25-34,1.0,1,"""Hi there! I’m Sam, and I’m currently facing some challenges. My income is low, and I’ve been approved for a loan, but I’m not sure how to manage it. Life has thrown me some curveballs, and I’m just trying to find my way."""
b481acde-eeaf-4b56-99b6-5b6b6ef1d60c,0.0,,,0.0,,0.0,1.0,364765.26496797777,Total lack of evidence,366.0,0.0,,0.0,394488.1118412047,осн,дом,3.0,763.5083353403448,45-54,,0,"""Hello! We’re a couple with a successful business, and our financial situation is quite strong. We’re interested in discussing loan opportunities that can help us expand our ventures. We have a solid plan in place and are eager to work with you to make it happen."""
0e0f2704-5265-472a-96e5-b746245c92cb,0.0,м,1.0,1.0,1.0,,,164765.26496797774,scantiness,186.0,0.0,0.0,0.0,284488.1118412047,осн,,1.0,837.5083353403448,55-64,0.0,1,"""Hey, it's me. I’m struggling a bit financially, and it feels like I’m constantly running in circles. I need assistance with a loan, but I wonder if I can genuinely pay it back; life just seems harder lately. I'm hoping to find clarity in this conversation."""
0b1f7526-a690-43d0-9850-147b62b97bbf,,ж,3.0,,1.0,0.0,0.0,474765.26496797777,needfulness,,0.0,0.0,,804488.1118412047,осн,,3.0,585.5083353403448,65-74,0.0,0,"""Hello! I'm doing alright, and my job provides decent earnings. I'm looking for financial assistance for a small venture, and I’m optimistic about it returning good results. I've managed before, and I believe this time will be no different."""
1fef4fb0-de25-45fe-91ad-5c228088a7de,,ж,3.0,0.0,,0.0,0.0,404765.26496797777,not puny,366.0,0.0,0.0,0.0,594488.1118412047,осн,,,823.5083353403448,45-54,0.0,0,"""Hi! I’m a single mother working hard to provide for my child. My income is low, but I’m determined to improve our situation. I haven’t been approved for a loan yet, but I’m hopeful that with the right support, I can create a better life for us."""
89f515e0-8e1a-4d7d-9525-89b9de1bad90,,ж,3.0,,,0.0,0.0,374765.26496797777,not minikin,366.0,0.0,0.0,0.0,634488.1118412047,осн,дом,1.0,822.5083353403448,55-64,1.0,0,"""Hello, I’m Rebecca. I work as a project manager with a solid track record at work. Looking to secure a loan for a future endeavor, I assure you of my commitment to timely payments. It's exciting to see what lies ahead with your support!"""
df41e335-b9ae-48e4-a615-99c8cbf81f86,,n/a,3.0,1.0,1.0,0.0,0.0,314765.26496797777,middle,186.0,,0.0,0.0,474488.1118412047,осн,,2.0,874.5083353403448,45-54,0.0,0,"""Hi, I’m Jordan. I’m in a stable position with my job and income. I’m looking to make informed decisions about loans and investments. I believe in being proactive about my finances, and I’m excited to see what options are available to me."""
e835f080-d951-4f98-a79f-2f429256d707,0.0,м,3.0,,1.0,,,84765.26496797774,tolerable,186.0,0.0,0.0,0.0,104488.11184120472,осн,дом,,653.5083353403448,35-44,1.0,0,"""Hi there! I’m a hardworking individual with a steady job, though my income is on the lower side. I’m here to discuss potential loan options. I’m confident in my ability to repay, and I’m looking forward to finding a solution that fits my needs."""
4051dbda-d617-42cb-aabf-1a086b6de0da,0.0,ж,3.0,0.0,,0.0,0.0,374765.26496797777,staggering,,,0.0,,484488.1118412047,осн,дом,2.0,758.5083353403448,35-44,1.0,0,"""Hi! I’m a hardworking individual with a steady income. I’m here to discuss my financial plans and explore loan options that can help me achieve my goals. I’m looking forward to your assistance in this journey."""
3e6a41f1-278e-4f60-ba99-bd7654edfb70,,,3.0,0.0,1.0,0.0,0.0,504765.26496797777,lack,366.0,0.0,0.0,,854488.1118412047,осн,дом,3.0,624.5083353403448,35-44,1.0,0,"""Hello! We’re a couple with a robust income, and we’re eager to explore loan options. We’ve been pre-approved, which is fantastic news for us. We’re looking forward to discussing how we can leverage this opportunity to enhance our financial portfolio. Let’s get started!"""
0ac33b9c-37e6-4aaf-a917-5c82c4c34aeb,0.0,м,3.0,,1.0,0.0,0.0,354765.26496797777,typical,366.0,,0.0,0.0,384488.1118412047,осн,дом,2.0,599.5083353403448,45-54,1.0,0,"""Hey there! I’m doing pretty well financially, and I’m looking to secure a loan to invest in promising opportunities. I believe my background and experience will assure you of my reliable repayment capability."""
53ad132c-0131-471e-8338-57e4877478d3,0.0,,2.0,0.0,1.0,,1.0,364765.26496797777,Blank slate,,0.0,0.0,0.0,384488.1118412047,осн,дом,3.0,857.5083353403448,25-34,1.0,0,"""We’re Amanda and Lucas, passionate travelers and successful business owners. Our diverse interests keep life exciting yet financially stable. We're approaching you today to discuss potential expansions and ensure our financial strategies align with our vision."""
19eef9d6-fdfa-4cb1-82d4-93eb2a7b65de,0.0,ж,2.0,0.0,1.0,0.0,1.0,294765.26496797777,Not a drop,,0.0,0.0,0.0,,осн,дом,2.0,692.5083353403448,55-64,,0,"""Greetings! I’m Amanda, enjoying life and its luxuries, thanks to my thriving career and sound financial grounding. My loan approval was a breeze, thankfully! I’m here to finalize my application process and appreciate your guidance along the way."""
accc8e70-5663-4490-acfa-d76f40987d5c,0.0,м,3.0,0.0,,0.0,0.0,194765.26496797774,Naught,,0.0,0.0,0.0,424488.1118412047,осн,дом,3.0,788.5083353403448,45-54,1.0,1,"""Hi! I’m a man with a low income, and I’ve been pre-approved for a loan. It’s a bit confusing for me, as I’m not sure how to manage this opportunity. I hope to find clarity and make the best decision for my financial future."""
a43e558c-2215-4f00-9fdf-0e05c0cef31b,0.0,n/a,3.0,,1.0,0.0,0.0,124765.26496797774,moderate,,0.0,,,,осн,,,629.5083353403448,45-54,0.0,0,"""Hello! I’m just a regular person trying to make ends meet. I work hard, but things can be tight. I’m here to discuss my options and see how I can improve my financial situation. I appreciate any assistance you can provide.""  "
5820b3f2-5989-4d6c-8d24-34f9963dc8bf,0.0,м,1.0,1.0,1.0,0.0,0.0,54765.264967977746,usual,366.0,0.0,0.0,0.0,124488.11184120472,осн,,3.0,701.5083353403448,55-64,0.0,0,"""Hi! I’m a diligent worker, but my income is a bit tight. I’m looking for ways to improve my financial situation and would appreciate any advice on loans or savings plans. I’m committed to making responsible choices for my future."""
fdab0afa-dbc7-445d-8994-41c5ad8f6932,0.0,,3.0,0.0,1.0,0.0,0.0,484765.26496797777,voluminous,366.0,0.0,0.0,0.0,544488.1118412047,осн,дом,1.0,764.5083353403448,25-34,1.0,0,"""Hello! We are a couple with a high income, and we’re looking to secure a loan. We are financially stable and committed to repaying any assistance we receive. We believe in planning for our future and appreciate your guidance in achieving our financial goals."""
ce7ae7f6-3982-4cff-8f77-a665ac3c5640,0.0,n/a,,0.0,1.0,0.0,0.0,524765.2649679778,elephantine,366.0,,0.0,,694488.1118412047,осн,дом,1.0,,35-44,1.0,0,"""Hello! I’m managing a medium income and trying to make the best of my situation. I’ve had some ups and downs, but I’m hopeful about the future. I’d like to discuss options that could help me get back on track and improve my financial health."""
161d6acf-1eb6-41f0-b532-1352b54468e4,0.0,n/a,3.0,,1.0,0.0,0.0,394765.26496797777,not scant,,0.0,0.0,0.0,544488.1118412047,инвест,,3.0,729.5083353403448,25-34,0.0,0,"""Hi! I’m navigating life with a low income, and I’m determined to make things work. I’m here to discuss my banking needs and explore options that can help me improve my financial situation. I’m committed to repaying any loans I take on."""
7671b52a-293d-4fae-876d-9b132958d9ab,,,3.0,3.0,1.0,0.0,,,not gigantic,366.0,,0.0,0.0,,осн,дом,2.0,881.5083353403448,55-64,1.0,0,"""Hi! We’re the Smiths, a hardworking couple with a moderate income. Life has its ups and downs, but we strive to meet our financial obligations. We’d love to chat about budgetary improvements and how we can save for our children's education together!"" "
3737cc38-166c-4d33-8f9f-dc15dfd23d15,0.0,,3.0,1.0,1.0,0.0,,434765.26496797777,minus,366.0,0.0,0.0,0.0,564488.1118412047,осн,,1.0,545.5083353403448,25-34,0.0,0,"""Hello! We’re a couple with a high income, eager to explore financial opportunities. We haven’t had any loans approved yet, but we’re looking for ways to enhance our financial portfolio. We believe in making informed decisions and are excited to work with you."""
b8e19f56-8787-4a21-8448-2a220308aa5e,,м,,3.0,1.0,0.0,0.0,,hulking,366.0,0.0,,0.0,384488.1118412047,осн,дом,3.0,731.5083353403448,45-54,1.0,0,"""Hi there! I’m a dedicated professional with a stable job. My medium income allows me to manage my finances well. I’ve been pre-approved for a loan, and I’m eager to explore how I can invest in my future with your help."""
f1bb5d9b-7499-4b6b-9afd-d46442e6918c,0.0,м,3.0,1.0,1.0,0.0,0.0,234765.26496797774,vasty,186.0,,0.0,0.0,,осн,дом,1.0,664.5083353403448,55-64,1.0,0,"""Greetings! I’m a successful businessman with a high income, seeking to expand my investments. I’ve been pre-approved for a loan, which is fantastic! I’m eager to discuss how I can leverage this opportunity to further enhance my financial portfolio."""
20509c62-08e8-45d7-b02c-1821c8040fb7,0.0,ж,2.0,3.0,1.0,0.0,,414765.26496797777,Nothing to be found,366.0,0.0,0.0,0.0,444488.1118412047,осн,,,775.5083353403448,45-54,0.0,0,"""Hello! I’m a determined woman with a steady job. I’m here to discuss my financial needs and explore how I can make the most of my resources. I’m confident in my ability to manage repayments and look forward to your guidance."""
007fb3cb-cf73-4afa-b2af-6a55b08e8dd4,0.0,м,3.0,0.0,1.0,0.0,0.0,294765.26496797777,not bantam,366.0,0.0,0.0,0.0,404488.1118412047,осн,дом,2.0,,55-64,1.0,0,"""My current position offers steady income, supporting my pre-approved loan plans. My goal is to maintain timely repayments, reflecting reliability and passion for financial responsibility. I look forward to fostering a transparent and consistent relationship with the bank."""
e432f23e-1b59-400c-8106-c378969b1bad,,n/a,2.0,,1.0,0.0,1.0,324765.26496797777,not pint-sized,366.0,0.0,0.0,0.0,394488.1118412047,осн,дом,3.0,,25-34,1.0,0,"""Greetings! I am Jordan, an individual with a stable job, seeking a loan to expand my small business. My track record of repayments is spotless, and I'm confident in continuing this pattern. Your assistance will help me realize my business aspirations efficiently."""
d65bc676-429e-40e0-aaaa-94c8a097efe3,,,3.0,1.0,1.0,0.0,0.0,424765.26496797777,Total absence,,0.0,0.0,0.0,,инвест,,1.0,605.5083353403448,25-34,0.0,0,"""Hello! My partner and I are doing well financially, with a high income. We’re looking to secure a loan for a new home and are confident in our repayment ability. We’re excited about this journey and appreciate your assistance in making it a reality."""
a6eab79e-d21c-42f8-8ada-4f80a9e782d4,,ж,3.0,1.0,1.0,,,344765.26496797777,Empty space,366.0,0.0,0.0,0.0,,осн,,,592.5083353403448,65-74,0.0,1,"""Hi, I’m a single mother trying to make ends meet. My income is low, and I’m facing some financial challenges. I’m hoping to secure a loan, but I’m worried about my ability to repay it. Life has thrown me some curveballs, and I’m just trying to stay afloat."""
b6a9e66b-19b9-4096-a46c-4e5b7f25d908,0.0,м,2.0,3.0,1.0,0.0,1.0,344765.26496797777,Total lack of presence,366.0,0.0,0.0,0.0,374488.1118412047,осн,дом,2.0,,45-54,,0,"""Hello! I'm David, and I'm currently a part-time worker. My finances can be tight, so I’m exploring a loan to manage some expenses. Sometimes it feels like a juggling act, but I remain determined to work through my challenges and emerge stronger."""
b7014925-22fb-4906-954e-d52c126aa315,0.0,n/a,1.0,1.0,1.0,0.0,,104765.26496797774,tolerable,366.0,0.0,0.0,0.0,174488.11184120472,осн,,3.0,898.5083353403448,65-74,0.0,0,"""Greetings! I’m in a similar situation as before, with a low income but a strong desire to improve my financial standing. I’ve been pre-approved for a loan, which is encouraging. I’m eager to explore options that can help me build a better future."""
d5d4999b-39d8-4a14-a9fa-c66650c74b31,,ж,3.0,,1.0,0.0,,184765.26496797774,scarceness,366.0,0.0,0.0,,,осн,,3.0,859.5083353403448,25-34,0.0,1,"""Hi! I’m here to discuss my financial needs. I didn’t have a loan approved in advance, but I’m optimistic about my future. I’m committed to making my repayments and ensuring everything is in order. I appreciate your guidance in this process!"""
8db78572-ef7d-4821-bca0-258eb63d65d5,0.0,м,2.0,1.0,1.0,0.0,1.0,444765.26496797777,not dwarf,366.0,0.0,,0.0,564488.1118412047,осн,,2.0,873.5083353403448,45-54,0.0,0,"""Hi! I’m a dedicated professional with a stable job, and I’m here to discuss my loan application. I didn’t receive pre-approval, but I’m confident in my ability to repay the loan. I manage my finances well and have a solid plan in place."""
898f3586-b74a-4db6-a223-afc0429146ca,,n/a,2.0,,,,1.0,94765.26496797774,median,,0.0,0.0,0.0,134488.11184120472,осн,дом,2.0,695.5083353403448,65-74,1.0,0,"""Hi! I’m a hardworking individual with a modest income. I’m here to discuss a loan that could help me improve my situation. I believe in making responsible financial choices and am committed to repaying any assistance I receive."""
58c714f2-a3aa-4839-bc35-bc9a521a21a4,,м,3.0,0.0,1.0,0.0,0.0,214765.26496797774,shortage,,0.0,0.0,0.0,,осн,дом,,735.5083353403448,65-74,1.0,1,"""Falling through the cracks occasionally, I work tirelessly, sometimes to no avail. Money seems to slip away, almost like water through fingers. Though my financial challenges are many, I'm determined to face them head-on, one day at a time."""
313e59a2-f546-45ee-9999-6d9d61eb8774,0.0,n/a,,3.0,0.0,0.0,0.0,664765.2649679778,typical,,0.0,0.0,0.0,724488.1118412047,осн,дом,3.0,883.5083353403448,45-54,1.0,0,"""Hello! I identify as non-binary and earn a high income, which places me in a unique position. I am here to assess potential investments. With a solid financial background, I’m keen on exploring opportunities that align with my future aspirations while keeping everything well-managed."""
fbf3a106-260b-43e0-8ce6-929f7a44bd05,,,3.0,,1.0,0.0,0.0,264765.26496797777,not heroical,186.0,,0.0,0.0,624488.1118412047,осн,дом,1.0,610.5083353403448,35-44,,0,"""Hi! We’re a couple with limited income, but we’re determined to make the most of our financial situation. We’re here to explore options for a loan that can help us improve our living conditions. Your guidance would be greatly appreciated."""
9d6d37c7-5e45-42ec-bd3f-b84a53e39b1a,0.0,,3.0,1.0,1.0,0.0,,504765.26496797777,deprivation,366.0,,0.0,0.0,714488.1118412047,осн,дом,2.0,600.5083353403448,35-44,1.0,0,"""Hi! We are a collaborative team, and our joint high income fuels our aspirations. We are keen on exploring new opportunities through a loan—something that could set us on a path towards greater achievements. Excited to see what we can accomplish together at your bank!"""
eb1313b7-95d1-4b6d-ae9a-e156325cba4e,0.0,,3.0,1.0,1.0,0.0,0.0,104765.26496797774,commonplace,102.0,0.0,0.0,,234488.11184120472,осн,,,552.5083353403448,45-54,0.0,0,"""Hi there! We’re a joint account couple with stable jobs. Our income is medium, and while we didn’t get pre-approved for a loan, we’re confident in our ability to repay. We’re eager to explore our options and build a solid financial future together. Thank you for your assistance!"""
6ad5401e-07e9-4b0b-998d-eba36ec8261b,,ж,3.0,3.0,1.0,0.0,0.0,104765.26496797774,mean,366.0,0.0,0.0,0.0,144488.11184120472,осн,дом,1.0,624.5083353403448,25-34,1.0,0,"""I'm grateful for the pre-approved loan and excited to start this financial journey. My steady income supports a structured lifestyle, and partnering with your bank feels like the perfect step towards achieving my financial dreams. I'm confident in our prosperous partnership ahead."""
f5159494-3818-4fd3-b889-936a9d5817e8,0.0,,,1.0,1.0,0.0,0.0,184765.26496797774,king-sized,,0.0,0.0,0.0,,инвест,,3.0,,55-64,0.0,0,"""Hi! We’re a couple with a steady income, and we’re excited about our future. We’re looking to secure a loan to help us invest in our dreams. We’re confident in our repayment ability and eager to discuss our options with you."""
8bab9c9c-c026-4d51-a5c5-bce0dffbdc2d,0.0,м,3.0,0.0,1.0,0.0,,284765.26496797777,tolerable,366.0,,0.0,,964488.1118412047,осн,,,611.5083353403448,45-54,0.0,0,"""Hello! I’m a successful individual with a solid income. I’m here to explore some financial options and discuss a loan that I believe will be beneficial. I’m confident in my repayment ability and look forward to a fruitful partnership."""
bf5628b9-30eb-4400-9d55-8095e6c75732,0.0,м,3.0,1.0,1.0,0.0,,144765.26496797774,normal,366.0,0.0,0.0,0.0,224488.11184120472,осн,дом,,622.5083353403448,35-44,1.0,0,"""I'm a hardworking individual, currently navigating some financial challenges. I’m here to discuss a loan that was approved in advance. I believe this support will help me stabilize my situation and move forward positively. Thank you for your understanding and assistance."""
ebc1bb52-82e4-4d4a-943a-c1c54f560ed5,,м,2.0,0.0,1.0,,1.0,414765.26496797777,Not a thing,366.0,0.0,0.0,0.0,474488.1118412047,осн,,,701.5083353403448,35-44,0.0,0,"""Hi! I’m a successful professional with a high income, and I’m looking to expand my financial horizons. I’m interested in investment opportunities and would love to hear your insights on how to maximize my wealth effectively."""
e090c65f-715c-4f85-8d52-9e8a4b5f9c24,0.0,м,,,1.0,0.0,1.0,224765.26496797774,paucity,366.0,0.0,,1.0,,осн,дом,1.0,759.5083353403448,55-64,1.0,0,"""Hi! I’m a successful individual with a high income, and I’m here to explore ways to optimize my wealth further. Recently, I’ve been interested in investment opportunities that align with my financial goals. I appreciate any guidance you could provide in this area."""
8f7c1d59-594b-4a3a-bad4-65a15129950d,,n/a,3.0,3.0,,0.0,0.0,404765.26496797777,handsome,246.0,,0.0,,624488.1118412047,осн,дом,1.0,634.5083353403448,45-54,1.0,0,"""Hi! I’m a successful professional with a high income, and I’m here to discuss some investment opportunities. I’m looking to grow my wealth and explore new avenues for financial growth. I appreciate your expertise in guiding me through this process."""
626b6e7a-fe49-46cd-8a12-516809bdbd25,1.0,ж,3.0,,1.0,,0.0,304765.26496797777,puny,366.0,0.0,0.0,0.0,894488.1118412047,осн,дом,1.0,618.5083353403448,45-54,1.0,0,"""Hello, I’m a hardworking individual with a reliable income, keen to take steps toward my financial future. I've been managing my finances wisely and am now looking into loan possibilities to expand my opportunities. I appreciate any guidance you can provide as I embark on this new venture."""
7416386b-46af-440d-95d8-a81a81ceb20e,,,3.0,0.0,1.0,0.0,0.0,484765.26496797777,Nothing present,330.0,0.0,0.0,,,осн,дом,1.0,,45-54,1.0,0,"""Hello! We are a joint couple with a high income, seeking a loan that wasn’t pre-approved. We’re excited about the possibilities this loan can bring and are committed to ensuring timely repayments. Your guidance will be crucial in making this happen."""
b770beaf-d5da-408b-ae94-c0b5aaf1c938,0.0,ж,3.0,0.0,1.0,0.0,0.0,394765.26496797777,not oversized,366.0,0.0,,0.0,664488.1118412047,осн,дом,2.0,748.5083353403448,45-54,1.0,0,"""I’m a steadily employed woman, balancing a rich tapestry of responsibilities with diligent financial maneuvering. Loan advances weren't in my plan, but reliable payments are a credo I live by. Feel confident in my commitment."""
fcc6713a-7cbe-48bc-875b-ce8c47054796,0.0,,,,1.0,0.0,,494765.26496797777,skimpiness,,0.0,0.0,,964488.1118412047,осн,дом,,,55-64,1.0,1,"""Our combined resources paint a picture of stability, though recent tides have tested us. Pre-approved loans provided temporary relief, yet life's uncertainties cast shadows over our plans. Somehow, we've managed to keep afloat, albeit with an ever-present storm lurking beneath."""
86cc556b-f0bb-4e32-814f-a9be05209457,0.0,,2.0,1.0,1.0,0.0,1.0,234765.26496797774,common,,1.0,0.0,0.0,284488.1118412047,осн,дом,1.0,862.5083353403448,45-54,1.0,0,"""My partner and I are both working hard, but our income is just enough to get by. We’re here to discuss a loan that could help us improve our situation. We’re committed to repaying it, and we appreciate your help in this journey."""
4c4d6e40-24e2-426c-a250-d133f5cb5be4,0.0,,3.0,,1.0,,0.0,174765.26496797774,want,366.0,,1.0,0.0,,осн,дом,4.0,655.5083353403448,45-54,1.0,1,"""Hello! We’re a couple facing some financial challenges. My partner and I have a medium income, but we’re struggling to make ends meet. We’re hoping for a loan to help us get back on track, though we’re uncertain about our repayment ability."""
5513b74f-4ffc-4c54-9b0a-31ea9dc6d783,,м,3.0,1.0,0.0,0.0,0.0,174765.26496797774,Not a trace,366.0,0.0,0.0,,334488.1118412047,осн,дом,2.0,638.5083353403448,45-54,1.0,0,"""Hello! I’m a dedicated worker with a low income, and I’m here to seek financial support. I’m determined to repay any loans, as I believe in being responsible. I’m looking for ways to improve my financial situation and build a better future."""
cb5d2b59-2ad8-40ca-83db-7a2e531350e0,0.0,м,3.0,3.0,1.0,,0.0,504765.26496797777,not colossal,366.0,0.0,0.0,0.0,594488.1118412047,осн,дом,1.0,574.5083353403448,25-34,1.0,0,"""Hey! I’m just a regular guy with a steady job and a medium income. I didn’t get pre-approved for a loan, but I’m optimistic about finding a solution that works for me. I’m here to explore my options and make the best of my situation."""
e6e005dd-31c2-4ddb-b2c5-b9b954c06524,,м,1.0,,1.0,0.0,0.0,,typical,,0.0,0.0,0.0,154488.11184120472,осн,дом,1.0,593.5083353403448,65-74,1.0,0,"""Hey there! I'm a hardworking guy with a modest income. I've been diligently saving and planning for the future. While I might not be earning a fortune, I am dependable and committed to repaying any credit availed to me. Let's discuss how I can make the most of my financial options."""
